ID,materialsID,quantities,manufactureTime,timeResearchTime,materialResearchTime,copyTime,maxCopyRuns,productID,productQuantity,materialsCount,name
989,"[34, 35, 36, 37, 38, 39, 40]","[80000, 15000, 3750, 2000, 750, 125, 70]",12000,4200,4200,9600,10,654,1,7,Kryos Blueprint
990,"[34, 35, 36, 37, 38, 39, 40]","[80000, 15000, 3750, 2000, 750, 125, 70]",12000,4200,4200,9600,10,655,1,7,Epithal Blueprint
991,"[34, 35, 36, 37, 38, 39, 40]","[80000, 15000, 3750, 2000, 750, 125, 70]",12000,4200,4200,9600,10,656,1,7,Miasmos Blueprint
992,"[34, 35, 36, 37, 38, 39, 40]","[80000, 15000, 3750, 2000, 750, 125, 70]",12000,4200,4200,9600,10,657,1,7,Iteron Mark V Blueprint
994,"[34, 35, 36, 37, 38, 39, 40, 57478, 57479, 57486]","[6000000, 3000000, 450000, 300000, 9000, 4500, 2250, 150, 1, 75]",18000,6300,6300,14400,10,640,1,10,Scorpion Blueprint
995,"[34, 35, 36, 37, 38, 39, 40, 57478, 57479, 57486]","[8000000, 4000000, 600000, 400000, 12000, 6000, 3000, 200, 1, 100]",18000,6300,6300,14400,10,641,1,10,Megathron Blueprint
996,"[34, 35, 36, 37, 38, 39, 40, 57478, 57479, 57486]","[8000000, 4000000, 600000, 400000, 12000, 6000, 3000, 200, 1, 100]",18000,6300,6300,14400,10,642,1,10,Apocalypse Blueprint
997,"[34, 35, 36, 37, 38, 39, 40, 57478, 57479, 57486]","[8000000, 4000000, 600000, 400000, 12000, 6000, 3000, 200, 1, 100]",18000,6300,6300,14400,10,643,1,10,Armageddon Blueprint
998,"[34, 35, 36, 37, 38, 39, 40, 57478, 57479, 57486]","[8000000, 4000000, 600000, 400000, 12000, 6000, 3000, 200, 1, 100]",18000,6300,6300,14400,10,644,1,10,Typhoon Blueprint
999,"[34, 35, 36, 37, 38, 39, 40, 57478, 57479, 57486]","[8000000, 4000000, 600000, 400000, 12000, 6000, 3000, 200, 1, 100]",18000,6300,6300,14400,10,645,1,10,Dominix Blueprint
1002,"[21009, 21011, 21013, 21017, 21019, 21021, 21023, 21025, 21035, 21037, 24545, 24547, 24556, 24558, 24560, 57472, 57476, 57478, 57486, 57487, 57489]","[100, 400, 200, 300, 400, 300, 150, 400, 100, 200, 556, 556, 556, 556, 556, 500, 500, 5000, 2500, 40, 1]",9000000,126000,126000,7200000,1,671,1,21,Erebus Blueprint
1010,"[34, 35, 36, 38]","[916, 64, 29, 4]",900,315,315,720,200,377,1,4,Small Shield Extender I Blueprint
1013,"[9836, 3814, 11463, 9836, 3814, 11463, 3685, 11399, 377, 11558, 11484, 3812, 11463]","[2, 2, 1, 2, 2, 1, 3, 1, 1, 3, 1, 8, 1]",2340,819,819,1872,10,380,1,13,Small Shield Extender II Blueprint
1026,"[34, 35, 36, 37, 38]","[458, 610, 51, 4, 3]",1800,630,630,1440,100,393,1,5,Shield Recharger I Blueprint
1027,"[9836, 3814, 11463, 9836, 3814, 11463, 11399, 393, 9838, 11484, 3685, 3812, 11463]","[1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 5, 1]",4680,1638,1638,3744,10,394,1,13,Shield Recharger II Blueprint
1032,"[34, 35, 36]","[1327, 481, 113]",900,315,315,720,200,399,1,3,Small Shield Booster I Blueprint
1033,"[9836, 3814, 11463, 9836, 3814, 11463, 11399, 9838, 399, 11556, 11484, 3812, 11463]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 10, 1]",2340,819,819,1872,10,400,1,13,Small Shield Booster II Blueprint
1067,"[34, 35, 36, 37, 38]","[3967, 2131, 228, 13, 2]",900,315,315,720,200,434,1,5,5MN Microwarpdrive I Blueprint
1071,"[11460, 9836, 3814, 11460, 9836, 3814, 11399, 11530, 11531, 11475, 439, 11549, 11460, 3812]","[1, 1, 2, 1, 1, 2, 1, 3, 15, 1, 1, 8, 1, 10]",2340,819,819,1872,10,438,1,14,1MN Afterburner II Blueprint
1072,"[34, 35, 36, 38]","[708, 643, 1, 1]",900,315,315,720,200,439,1,4,1MN Afterburner I Blueprint
1073,"[11460, 9836, 3814, 11460, 9836, 3814, 11399, 11530, 11531, 434, 11475, 11549, 11460, 3812]","[1, 2, 5, 1, 4, 8, 17, 24, 15, 1, 1, 8, 1, 40]",2340,819,819,1872,10,440,1,14,5MN Microwarpdrive II Blueprint
1074,"[34, 35, 36]","[589, 3, 14]",1800,630,630,1440,100,442,1,3,Cargo Scanner I Blueprint
1075,"[34, 36]","[551, 34]",1800,630,630,1440,100,443,1,2,Ship Scanner I Blueprint
1076,[34],[1111],1800,630,630,1440,100,444,1,1,Survey Scanner I Blueprint
1079,"[34, 35, 36, 37, 39]","[502, 297, 334, 197, 4]",1800,630,630,1440,100,447,1,5,Warp Scrambler I Blueprint
1080,"[9836, 11462, 3814, 9836, 11462, 3814, 11399, 11534, 9840, 9842, 11540, 11483, 447, 3812, 11462]","[3, 1, 6, 3, 1, 6, 8, 3, 8, 15, 9, 1, 1, 30, 1]",4680,1638,1638,3744,10,448,1,15,Warp Scrambler II Blueprint
1095,"[9836, 11462, 3814, 9836, 11462, 3814, 520, 3689, 11399, 11538, 9842, 11483, 3812, 11462]","[2, 1, 4, 2, 1, 3, 1, 8, 8, 8, 3, 1, 10, 1]",2340,819,819,1872,10,519,1,14,Gyrostabilizer II Blueprint
1096,"[34, 35, 36, 37, 39]","[773, 491, 518, 3, 4]",900,315,315,720,200,520,1,5,Gyrostabilizer I Blueprint
1099,"[40, 34, 35]","[4, 858, 288]",900,315,315,720,200,523,1,3,Small Armor Repairer I Blueprint
1100,"[34, 35]","[470, 6827]",900,315,315,720,200,524,1,2,Small Hull Repairer I Blueprint
1102,"[34, 35, 36]","[862, 792, 529]",1800,630,630,1440,100,526,1,3,Stasis Webifier I Blueprint
1103,"[9836, 11462, 9836, 11462, 3814, 11399, 11538, 526, 9840, 9842, 11483, 3812, 11462]","[3, 1, 3, 1, 6, 8, 3, 1, 12, 8, 1, 30, 1]",4680,1638,1638,3744,10,527,1,13,Stasis Webifier II Blueprint
1105,"[40, 34, 35, 38]","[2, 7396, 967, 3]",900,315,315,720,200,529,1,4,Small Remote Capacitor Transmitter I Blueprint
1106,"[40, 34, 35, 36, 37]","[2, 2093, 1532, 22, 138]",900,315,315,720,200,530,1,5,Small Energy Nosferatu I Blueprint
1109,"[34, 35, 36, 37, 39, 40]","[520, 39, 198, 96, 2, 2]",900,315,315,720,200,533,1,6,Small Energy Neutralizer I Blueprint
1112,"[34, 35]","[231, 220]",900,315,315,720,200,561,1,2,75mm Gatling Rail I Blueprint
1113,"[34, 35, 39]","[996, 300, 2]",900,315,315,720,200,562,1,3,Light Electron Blaster I Blueprint
1114,"[34, 35, 36, 37]","[1667, 144, 83, 22]",900,315,315,720,200,563,1,4,Light Ion Blaster I Blueprint
1115,"[34, 35, 36]","[1596, 690, 144]",900,315,315,720,200,564,1,3,Light Neutron Blaster I Blueprint
1116,"[34, 35, 36, 39]","[2729, 148, 171, 4]",900,315,315,720,200,565,1,4,150mm Railgun I Blueprint
1117,"[40, 34, 35, 36]","[2, 4453, 1287, 1199]",1800,630,630,1440,100,566,1,4,Heavy Electron Blaster I Blueprint
1118,"[34, 35, 36]","[827, 598, 493]",1800,630,630,1440,100,567,1,3,Dual 150mm Railgun I Blueprint
1119,"[34, 35, 36, 37, 38]","[9089, 2786, 2827, 14, 1]",1800,630,630,1440,100,568,1,5,Heavy Neutron Blaster I Blueprint
1120,"[34, 35, 36, 38]","[4529, 1643, 2413, 1]",1800,630,630,1440,100,569,1,4,Heavy Ion Blaster I Blueprint
1121,"[34, 35, 36, 37, 38]","[9133, 2981, 3599, 2, 18]",1800,630,630,1440,100,570,1,5,250mm Railgun I Blueprint
1122,"[34, 35, 36, 37, 38, 39]","[45551, 12150, 6060, 1596, 126, 16]",2700,945,945,2160,60,571,1,6,Electron Blaster Cannon I Blueprint
1123,"[40, 34, 35, 36, 39]","[8, 13683, 4117, 3851, 2]",2700,945,945,2160,60,572,1,5,Dual 250mm Railgun I Blueprint
1124,"[34, 35, 36, 37, 38, 39, 40]","[91067, 23527, 8613, 2294, 324, 18, 52]",2700,945,945,2160,60,573,1,7,Neutron Blaster Cannon I Blueprint
1125,"[34, 35, 36, 37, 38, 39, 40]","[113880, 29214, 9747, 2650, 411, 42, 74]",2700,945,945,2160,60,574,1,7,425mm Railgun I Blueprint
1126,"[34, 35, 36, 37, 38, 39, 40]","[68307, 17839, 7197, 1951, 234, 12, 26]",2700,945,945,2160,60,575,1,7,Ion Blaster Cannon I Blueprint
1128,"[40, 34, 35, 36, 39]","[2, 242, 148, 569, 2]",1800,630,630,1440,100,577,1,5,Medium Capacitor Booster I Blueprint
1129,"[34, 35, 36, 37]","[8071, 7488, 219, 2]",1800,630,630,1440,100,578,1,4,Multispectrum Shield Hardener I Blueprint
1130,"[34, 35]","[27, 21]",300,105,105,240,600,215,100,2,Iron Charge S Blueprint
1131,"[34, 35]","[38, 32]",300,105,105,240,600,216,100,2,Tungsten Charge S Blueprint
1132,"[34, 35, 37]","[58, 23, 1]",300,105,105,240,600,217,100,3,Iridium Charge S Blueprint
1133,"[34, 36, 37]","[118, 1, 2]",300,105,105,240,600,218,100,3,Lead Charge S Blueprint
1134,"[34, 35, 36]","[58, 64, 1]",300,105,105,240,600,219,100,3,Thorium Charge S Blueprint
1135,"[34, 35, 36]","[69, 76, 1]",300,105,105,240,600,220,100,3,Uranium Charge S Blueprint
1136,"[34, 35, 37]","[164, 17, 3]",300,105,105,240,600,221,100,3,Plutonium Charge S Blueprint
1137,"[34, 35, 38]","[204, 17, 1]",300,105,105,240,600,222,100,3,Antimatter Charge S Blueprint
1138,"[34, 35, 37]","[164, 17, 3]",600,210,210,480,300,223,100,3,Iron Charge M Blueprint
1139,"[34, 35, 36]","[224, 3, 23]",600,210,210,480,300,224,100,3,Tungsten Charge M Blueprint
1140,"[34, 35, 36]","[136, 166, 2]",600,210,210,480,300,225,100,3,Iridium Charge M Blueprint
1141,"[34, 35, 36, 37, 38]","[412, 2, 3, 3, 1]",600,210,210,480,300,226,100,5,Lead Charge M Blueprint
1142,"[34, 36, 38]","[450, 32, 1]",600,210,210,480,300,227,100,3,Thorium Charge M Blueprint
1143,"[34, 35, 36]","[257, 300, 4]",600,210,210,480,300,228,100,3,Uranium Charge M Blueprint
1144,"[34, 35, 36, 37]","[526, 133, 2, 11]",600,210,210,480,300,229,100,4,Plutonium Charge M Blueprint
1145,"[34, 35, 36]","[449, 417, 7]",600,210,210,480,300,230,100,3,Antimatter Charge M Blueprint
1146,"[34, 35, 37]","[249, 198, 1]",900,315,315,720,200,231,100,3,Iron Charge L Blueprint
1147,"[34, 35, 36, 37, 38]","[520, 100, 2, 2, 2]",900,315,315,720,200,232,100,5,Tungsten Charge L Blueprint
1148,"[34, 35]","[511, 428]",900,315,315,720,200,233,100,2,Iridium Charge L Blueprint
1149,"[34, 35]","[458, 580]",900,315,315,720,200,234,100,2,Lead Charge L Blueprint
1150,"[34, 35, 36]","[1040, 156, 104]",900,315,315,720,200,235,100,3,Thorium Charge L Blueprint
1151,"[34, 35, 36]","[1236, 223, 110]",900,315,315,720,200,236,100,3,Uranium Charge L Blueprint
1152,"[34, 36, 37]","[1529, 89, 23]",900,315,315,720,200,237,100,3,Plutonium Charge L Blueprint
1153,"[34, 35, 36, 37]","[1778, 127, 89, 29]",900,315,315,720,200,238,100,4,Antimatter Charge L Blueprint
1154,"[35, 37, 38, 39]","[8, 3, 1, 1]",300,105,105,240,600,239,1,4,Radio S Blueprint
1155,"[34, 35, 36, 37, 38]","[4, 1, 2, 3, 3]",300,105,105,240,600,240,1,5,Microwave S Blueprint
1156,"[34, 36, 37]","[4, 3, 8]",300,105,105,240,600,241,1,3,Infrared S Blueprint
1157,"[34, 35, 36, 37]","[3, 1, 2, 10]",300,105,105,240,600,242,1,4,Standard S Blueprint
1158,"[34, 35, 36, 37]","[2, 3, 2, 12]",300,105,105,240,600,243,1,4,Ultraviolet S Blueprint
1159,"[34, 36, 37, 39]","[2, 11, 1, 1]",300,105,105,240,600,244,1,4,Xray S Blueprint
1160,"[34, 35, 36, 37, 38, 39]","[2, 6, 4, 2, 2, 1]",300,105,105,240,600,245,1,6,Gamma S Blueprint
